,SPS_0054,SPS_0055,SPS_0056,SPS_0057,SPS_0058,SPS_0059,SPS_0001,SPS_0003,SPS_0004,SPS_0006,SPS_0007,SPS_0008,SPS_0009,SPS_0010,SPS_0012,SPS_0014,SPS_0015,SPS_0016,SPS_0017,SPS_0019,SPS_0020,SPS_0021,SPS_0022,SPS_0023,SPS_0025,SPS_0026,SPS_0027,SPS_0028,SPS_0029,SPS_0030,SPS_0031,SPS_0032,SPS_0033,SPS_0034,SPS_0035,SPS_0040,SPS_0041,SPS_0042,SPS_0043,SPS_0044,SPS_0045,SPS_0046,SPS_0047,SPS_0048,SPS_0049,SPS_0050,SPS_0053
SPS_0015,27.9055654119662,21.799239999169,20.6813328019432,28.2011797335435,16.0448573041281,26.6440501865551,3.95897633982415,24.6525857598515,33.6606680402347,15.3984197470941,7.8652080955268,9.62752801866691,3.92713955803082,6.65890803634353,10.7098906357984,8.67660544067561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0016,24.7907895974637,18.3419336371783,10.9845643773463,23.2145583914378,14.0731209736879,23.2776453190701,13.5997991871822,20.1338258969011,26.6677770144375,11.1167665340421,13.1362796566179,15.8251504668879,11.1023303166557,19.0853979207664,17.3608416886732,15.8607575455426,15.3673752629142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0017,40.9599006801358,28.7465177555837,17.9616860936837,26.9698993045864,17.6514453802401,28.5407971986735,14.974618842776,31.9226572701169,43.6973016448121,13.9641541500439,17.3942687868244,14.4844456927374,12.8114644192977,17.9519734253317,19.4378685303713,13.5163833218272,12.1880466403781,11.0902548959835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0019,27.9010646307585,23.8926739978781,26.1972474143307,33.4944333692164,22.5756784228013,30.0945785651769,11.9743621521936,28.64005728039,33.1201938143455,18.1412794993695,15.2277805821713,14.4811962561831,10.2564763692936,15.3684070884217,16.2182372825321,5.58384151019084,7.05726152461184,15.7023370524252,14.8269176914616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0020,38.1606187168163,37.0967848262814,40.8740744337765,50.9556073655003,35.9874805208036,45.4627052049978,24.2256236762928,43.1343967202526,43.6790435931573,35.3548705722295,28.9248391354852,28.9342197743841,20.2117191836675,27.3614244706055,29.8130246799339,13.3750076360069,11.011011279318,29.9693159638978,25.1500190247761,8.86406565376216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0021,37.8659869166765,36.9407583788821,38.322538985414,44.6443317641647,34.2458862093312,41.8812447011222,23.3533897844374,41.9161426232481,43.2756280697298,27.8714908939518,26.8588872382147,23.8590811755618,19.0244511351004,27.9531934386979,28.9107540639053,10.1503495007394,14.3666249222554,26.6790895065069,19.2446203427169,7.6236308820838,9.39731286002652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0022,19.8813990323179,17.8112936373501,18.3631706067351,26.4495694833049,18.8764468804382,21.6325745065599,11.7585086985507,20.285046337,25.009232406515,14.7726999816231,13.8827675792936,10.5912001301345,11.9970166176798,16.8576517605589,14.6857453887141,12.6809571082598,9.31618524156129,14.2008429729817,16.1437114432547,13.2588326320071,22.103528889489,23.5747064824828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0023,43.2930071052098,38.7902499062537,39.1485664643118,47.7991800001568,33.8462094884769,44.8859367949604,23.9236075551701,44.004136393451,50.5265695761778,33.9345357748681,26.3882493543233,29.1550028131002,18.4470708584493,23.4865828427808,28.5861529814937,15.5867702336518,10.905094813593,28.0450727458206,25.058913094433,10.5820300595241,1.67885269350269,9.67111611582629,23.5927116752995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0025,33.9477207373163,31.2592872708793,30.7232564194842,39.0878593232763,28.1025378050211,37.1888328524323,15.9627087430286,36.2721650476474,41.1846582905707,24.147326962773,19.7877859994804,18.1567733374804,13.858895426649,19.7333230003497,20.4609121580474,7.99140584078423,9.50509190576657,21.4418451088668,18.1319328509762,4.75618168584845,7.6962146902207,5.63972665278631,17.3425976432812,8.6766358438127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0026,33.4682637944404,29.1951805184104,30.0464946444817,39.5970769723625,25.6857036273092,35.3269850827436,15.4481762517829,35.1922277684504,39.5641579697998,23.3347267672972,18.8385519019057,19.6548488554259,15.6626976041973,14.532921571977,18.5997629649156,8.83695115094688,9.66017420782524,21.481531751726,19.9829821788835,10.036546383723,8.6364662520952,12.0051404484628,17.6144734373446,8.22180259231227,7.39743901884704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0027,11.96062035025,6.78333180239098,14.6735080961838,9.99427650209248,14.8080209826596,8.44250507638501,18.5399069153189,8.77142424955025,12.9185791532286,19.4036807819424,16.6456032968278,15.7799081294785,21.2509750421902,21.228586543099,15.5719834099651,26.5286314881828,23.0274576404169,21.2042566787413,27.8614718170882,26.15423073764,40.0825930906388,38.1281222094767,16.540089356747,41.3615464409781,33.7218214045913,32.5100440686914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0028,14.6635183278701,9.30508059443335,12.5739785929229,5.67722516034855,12.1547694150824,6.64150714568676,20.7009870452253,11.4541274754698,13.2484464237379,20.8065617925136,18.8827064009035,21.4720748963393,22.9189226891306,23.3151115143841,18.5932523902039,31.5044155678479,26.4387429076568,21.9923359686126,27.4237571435008,30.7218489460722,45.4951011763941,42.4573903185078,24.4113849209123,44.2012710080957,37.6257669728041,37.2080518537444,7.57959198138118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0029,15.5574693844041,15.1813918075923,13.296805720897,5.61137179070219,9.05290713340304,8.06556545250055,14.5525224839154,8.7654436797451,13.5224118462773,15.9904935837936,13.7273962985253,16.1077778375652,20.2013252018351,16.984929997569,12.742654934472,29.5538735151869,23.0518981951876,20.4245036336535,26.8307208572294,27.7299879464338,44.4336098787185,41.3403202528539,21.2300830019209,43.1569137562145,35.7151538901426,33.8460561238528,10.849226202488,9.37145809839275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0030,21.7700079204226,19.3872545469156,8.66501987753789,12.9067943802966,17.0110093755541,16.5921181489134,19.5561086239417,14.7317586190079,22.7324737954561,18.4071446784342,22.4199062097388,20.8070541857284,23.4165971741675,24.9677987322582,20.8267586891914,28.6491288698542,25.7562881085843,13.2962240823444,20.7565461836174,30.4850980805346,44.3189250851406,42.3540072427078,21.7291606231181,41.8733953475236,36.6485709038603,35.3924185580025,14.1028452360315,13.3964565983641,14.4411916107312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0031,17.3397134357784,13.5486413445789,9.00634374113999,14.005033035902,11.8565628572253,14.3108103720668,10.957502943971,13.1068654855003,19.9809174734961,10.0851538541292,12.3121546519967,13.214436432247,12.7212301133847,16.8095522397953,12.0701958311315,19.6576564151806,16.806390731732,7.39480328260922,15.5156556885328,20.3599992870328,33.8282094590393,32.6215815878227,13.3008357819729,33.1735859148667,25.7773943709059,24.6244947831811,11.8541682804968,14.7613485404162,15.1393126254757,7.41568741478577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0032,34.5753181798575,25.7578130863476,17.354491563545,13.7214737093477,13.3229629721983,19.6104979317539,17.444474055076,22.1654508843383,33.5636371133352,17.42506477277,16.9854981161331,19.0502337292949,15.8729582621215,19.6046365113653,20.1198765457402,26.5690142564446,22.3769805371774,16.5910407947637,17.2144892399655,24.879956552523,40.5882877437601,33.5606047140035,22.6591194612441,39.3032336183392,28.4205783534227,31.3131989829025,18.6697790140184,18.6431620756912,14.414061925178,15.2515955668885,14.8256771359729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0033,14.6421940318219,15.8124145427015,24.0007171339057,19.3399820982259,24.9308407347945,17.6773084228642,30.7285619936606,13.0186774290734,10.1123345249344,31.6786495336334,29.4122105031795,31.161994965148,36.6259714101581,31.3105098016101,24.6086280844009,42.6047155927735,35.4040680953961,30.3229353359793,43.6987963292448,39.4782097122234,48.0055222634761,53.8856203067394,29.6804380302924,52.6628238533909,49.9133743952869,43.7237347906038,15.6858445278318,15.64996675212,16.6814111195676,19.3982580368127,19.1514660094218,34.3115962717098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0034,17.7198675004757,18.9610239118719,26.2300197306647,21.3221391482812,25.3612545210286,18.4147986549735,35.8850002635749,18.1795164871607,11.9388125484714,37.6910033810998,35.4257052939495,36.9398355966831,41.9495491598177,34.7874735907885,29.2782088032608,47.5240902204268,40.0379839650384,33.5192802502208,48.5370202150802,42.8583393534543,50.8822038461759,58.3350223256222,35.4825662637456,55.1379015289471,53.1091895431489,47.1788619651976,19.6400044861998,15.7825502277818,17.0941133913673,21.7779053417483,22.9786032745689,37.9886485812613,9.33143664811636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0035,11.3869321328583,7.04431046640723,11.3347621966116,8.14069271033665,14.2921944362103,5.32334672557317,17.7568688655557,8.65127015669355,12.6588391106294,16.1581665912145,15.8583143286432,16.9942087025842,21.5218236521914,20.9776312273889,15.127918647281,26.595536099662,23.3618980266454,14.7005142579113,24.5902011356893,25.7320254349161,40.8612244558924,39.2288957299195,18.3161040265353,41.2062500741781,34.1209449946438,32.6154875680388,5.39555681546939,5.15390695817653,9.27366106178454,10.8097680557457,9.42889725516691,17.4673341218964,17.2918494699013,18.3978622046052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0040,15.9079628513034,10.5766244794389,15.1048692422066,13.8836135793529,9.66627358256409,14.674638275406,9.24988241443722,11.9838481547032,16.4913927513395,15.1223636182675,5.42146280368936,13.4122040189007,9.52565097585918,11.6740565228482,7.55053631171287,19.0930431433994,12.9998747347449,14.5345834590752,19.2641077713421,18.7789767933084,31.556776680582,31.46599988396,13.6523430599917,28.1530451587081,23.9009168366723,22.6021409619869,12.5981483341947,13.7576968964534,9.30222824993012,16.5913766218138,11.033495237427,17.0965993373256,20.1017212717609,23.5009908948191,11.4420567951677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0041,30.7765678329013,21.5753303191649,10.78564112183,20.2845809177748,13.6799012532604,21.3457507957571,12.0977760562662,18.6047322409946,31.5971964659848,11.5023780896636,14.7971157295211,10.5606104092361,12.8962250101457,18.0277359279617,16.2778826952958,16.6952000631662,13.6921358398753,7.10925194056564,11.8769556400247,19.0871879442798,31.6040015293689,26.6056826609773,11.0798819582493,31.323018590073,23.7529708523248,22.4720445154552,17.1458037173231,18.8174624598744,21.2881556915767,12.0578880101064,6.89966005021181,17.6066683653326,32.2980299540316,39.0299316892641,16.6823149623047,14.0564762268873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0042,31.2610032754069,19.6651439141618,15.6879258023539,22.6736519073876,12.6249800988986,21.4134291500168,6.04227800250795,23.4535984043416,37.7605159701942,10.8240277621408,6.52656713487073,10.3183078737374,4.76765382459324,9.84743826691594,9.41801533673311,14.0397622389017,7.07267077730187,8.06648528597921,12.7866680611247,13.5678845951713,19.1457379272883,21.9189377103151,9.4056213835932,17.8636438800378,16.2665267561894,15.2716248048791,20.5278978616143,24.2437230058509,19.6342918999069,19.756263935919,10.2304696962565,17.5960593489805,34.9264382118448,39.0546273349926,18.7250717409536,10.4449734815466,9.93432061808729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0043,27.0820213997299,21.9147066574509,23.0495380746332,31.3635898300453,18.4155578959179,27.0139604111251,8.0101709103828,25.917748034977,34.6230396019306,17.2515990631994,8.7839661568185,13.6374622885928,8.3707546847128,8.01972451573682,13.9374422759992,11.4475116649619,5.0798193885245,14.7395796060976,14.4162256492815,11.6319599460634,18.5827818090741,22.6956165847018,11.1343214764139,18.3079329413844,15.0666360506623,13.5925222160973,23.1924863711829,29.8556564372495,24.15316878272,26.4492627532186,16.6555357602792,23.4741127480909,34.6666485174858,41.1251602139129,24.0712253975692,11.7411005468476,15.7136920024161,8.70013274592349,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0044,24.7444290553922,19.7060305670359,21.605082056656,25.5601218621519,15.8862483751694,24.3144404922381,6.45888768879843,20.2502773520139,30.9686270486487,15.3065593052249,7.69920963788358,9.81086444696312,5.59838334623324,9.85773755135643,10.4679197509636,10.3781846804193,3.81779493637942,15.6150005820079,14.3018152846303,9.74733651317313,17.5142345760362,17.9735148468742,9.96887620576408,17.27511726617,13.5009939620602,13.1684534769535,20.3372436545447,25.3405744045294,20.4127650390483,26.5793510513306,14.0454154253583,22.3037627716758,33.6204658568583,39.6756860377652,20.446748616531,10.7747945851302,12.5431694182255,6.85938820157536,6.1993891543607,NA,NA,NA,NA,NA,NA,NA,NA
SPS_0045,18.9928811407225,15.6340673836925,16.7485318881267,13.7616276425284,10.4448470217866,14.5830336161367,20.8286830994498,13.453880343888,16.0368011985698,24.299180311523,17.3519209836059,23.2957471984383,21.6272165057898,22.084901188568,15.0409312783296,30.8576697550866,23.4814264414652,19.0907061136566,28.4989072504592,30.5298044142679,42.9256332185744,43.2126067939917,22.9247028875621,41.1218477023394,35.9662768801514,33.6305772906941,14.0544719270249,10.9427589819294,8.72232037733397,14.5669086673553,13.0273469501739,18.8849940158069,15.4267685138733,15.6185317636894,12.8369535073152,10.599139584625,20.3156140210893,20.0654576139768,26.8329922549919,24.7283819766056,NA,NA,NA,NA,NA,NA,NA
SPS_0046,33.9628589809823,23.0358793836946,17.2760989078889,25.792520753594,14.7298559928278,24.3568808277963,10.5934080382403,23.7875810921167,38.6666760684619,9.90401827506267,12.312548330697,10.1709665569882,8.54335709726197,16.3827576630109,15.8166535609563,12.36648103276,10.4481539003363,8.41726561479684,10.9753502689693,13.1562800713316,24.3510194312601,21.198278076466,7.50826299262142,24.4056294139447,15.6407349277196,17.97351788773,22.5450595329574,26.6066070989335,22.1626176259886,21.3087133548925,8.72966603081628,16.7567487411593,38.2680384917815,46.145620288437,20.3039225785732,13.4032081825909,6.84809624052216,6.2690212426978,8.83803489395108,9.26949349420899,25.690764447651,NA,NA,NA,NA,NA,NA
SPS_0047,31.8689133059759,23.3383737278185,12.4193514223526,14.1837257341428,14.0602175666033,17.8743296310312,15.2194332938908,19.7129575331438,33.2160613600826,15.3036522655487,16.5247645509095,17.6648223137353,17.5299742916979,18.0818701219693,15.1408078354239,26.0418314596086,20.8137440780252,10.8641010329738,20.6961146803071,28.1710234001433,41.4979395382682,40.3126069682874,21.3336350911771,38.7412872380738,36.1582545176301,30.7942483893159,15.6047342944655,17.4798032165374,16.8934926614627,8.1224159692726,8.0121572203219,16.5375143315974,26.8929801004473,34.2904752688337,15.9012835343202,11.9209698447864,11.571996530624,14.6196938348658,21.5542552616069,19.8048033494258,15.0533407487171,18.9334348387609,NA,NA,NA,NA,NA
SPS_0048,13.5643182634337,8.88061936667885,12.432114577613,17.2788345930951,15.0728692770439,12.6839141408346,13.2387333414566,12.931454464143,15.7528831515402,14.4035849866874,13.0559415228039,11.6006175067401,14.0252569836055,17.311764362477,13.3909919108773,21.4597398782713,16.0893108437245,16.7496708529847,19.542908696137,20.0660836736322,30.0828450987964,31.1574585315837,10.6206970685577,30.6925329875261,25.4057523916648,24.5833476489197,8.88058504328007,12.0961921123536,16.1236348582035,15.9351676455062,11.3880898412008,20.5088292285276,21.6636017976812,23.5302604159697,8.04088931675414,10.7118877795268,11.049152815354,12.3616126848709,16.7497323452592,14.6101523489465,18.8276918953544,15.2933471302546,15.6697806329246,NA,NA,NA,NA
SPS_0049,12.1842767445142,7.80161015977264,11.4663418499339,10.6445865933479,14.3480811851131,8.64540727833018,19.1048898150846,8.59495738653346,12.7593406874218,17.7688581391186,18.0768713022479,16.1952374220695,23.4126600788767,21.1784065376955,15.7894488273872,28.5873648872693,24.6375844526882,20.9999926248674,28.4374989861883,29.9133096902789,44.1543763116935,42.1952933799683,18.7916932307282,44.0534997931787,36.6474390386163,34.090307657838,6.17666345284531,7.05249969188215,11.1764377959841,12.4440227529273,13.2030357077412,22.4609192450376,16.2240644208874,18.8284564657843,5.37609180457613,10.934307001349,17.8955098027264,22.0294736238136,25.4163837909827,23.1210610695765,13.5119741956458,23.8880105267076,17.3053316311834,8.42511578365741,NA,NA,NA
SPS_0050,15.4113121351392,12.4332707510517,15.843398685584,11.5112142888795,15.6079312287295,11.335240197552,21.5532340925951,12.3335382086964,14.1090541053602,19.0236562254538,20.2630865246524,18.4914534978488,25.0988232282014,24.2845747630611,19.3005643441081,30.4539243211792,26.1488427278503,23.2319300238343,28.603889962308,28.8278251268038,46.0365731054664,39.3502965298515,23.7729042129226,46.4731638347607,38.0483621891564,36.9985758601272,9.42804761214435,9.0475200068842,12.1954034121235,18.726324804787,18.2135239248907,16.9522978608465,18.575793794569,21.5590228779419,10.231571907442,16.27248069469,21.0196076355537,27.9473841092711,30.909954459042,25.4043332509547,18.0667539697985,26.6332778774185,22.5538849292837,15.3375383356948,10.3697572426669,NA,NA
SPS_0053,12.9320839359381,13.2348253877249,25.5427537944454,23.5482448786716,26.5459763356572,17.0196770366599,34.3017175900461,15.3185200648871,9.90182457307742,36.2860785974694,32.7360739135264,33.2042841589083,45.2700545688378,36.0289614196179,28.2386524398165,40.0774016027519,39.5936405015242,32.3819961895576,52.1946674358845,39.4723457879409,48.6433570741938,50.6192311416877,32.1300392346235,56.5343527118514,48.8921711700106,46.772627836681,15.0306269239949,14.9112802640285,20.1612377687513,23.7081040853722,23.8623864792071,40.7093969108474,13.9048042187333,14.7792184934826,15.095043212199,21.6355524609164,38.5706220820182,43.4248845122377,40.2537176491313,35.5154661202352,20.7141458038672,48.5739209873758,39.1205997311587,18.1918645883227,13.8056060430368,16.4728385861078,NA
