,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
C12H22O5,12,22,5,0,0,0,0,0,CHO,Protein,246.146787136141,-0.257242605544207,1,C12H22O5,0,0,2,-3,-3,88.8,244.865785701673,0.134214298326953,-1,0.416666666666667,1.83333333333333,0,0,NA,Protein,Protein,Other
C9H17O5N3,9,17,5,3,0,0,0,0,CHON,AminoSugar,247.116864798943,-0.1785679135758,1,C9H17O5N3,0,0,3,-2,-5,53.9666666666667,245.83478016709,0.165219832909514,0.222222222222222,0.555555555555556,1.88888888888889,0.333333333333333,0,NA,Other,Amino Sugar,Protein
C11H21O5N,11,21,5,1,0,0,0,0,CHON,Protein,247.14202024681,-0.192023232903038,1,C11H21O5N,0,0,2,-3,-4,81.0272727272727,245.85990752616,0.140092473840326,-0.727272727272728,0.454545454545455,1.90909090909091,0.0909090909090909,0,NA,Protein,Protein,Other
C12H8O6,12,8,6,0,0,0,0,0,CHO,ConHC,248.032145351859,-0.231270261675858,1,C12H8O6,0.5,0.666666666666667,9,3,3,50.8,246.749038709564,0.250961290435612,0.333333333333333,0.5,0.666666666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C16H9OP,16,9,1,0,0,0,1,0,CHOP,ConHC,248.039126650335,-0.101715140877114,1,C16H9OP,0.785714285714286,0.793103448275862,13,12,11,81.675,246.75601221266,0.243987787339876,-0.75,0.0625,0.5625,0,0.0625,0,Other,Cond Hydrocarbon,Phytochemical
C13H12O5,13,12,5,0,0,0,0,0,CHO,Lignin,248.068500033067,-0.106975963393878,1,C13H12O5,0.375,0.523809523809524,8,3,3,64.6846153846154,246.785352796811,0.214647203189429,-0.153846153846154,0.384615384615385,0.923076923076923,0,0,NA,Lignin,Lignin,Other
C10H16O7,10,16,7,0,0,0,0,0,CHO,Carb,248.089636452169,-0.135369898528495,1,C10H16O7,0,0,3,-4,-4,66,246.806465614798,0.193534385201843,-0.2,0.7,1.6,0,0,NA,Carbohydrate;Amino Sugar,Amino Sugar,Other
C14H16O4,14,16,4,0,0,0,0,0,CHO,Lignin,248.104902518338,-0.175394913020648,1,C14H16O4,0.3,0.416666666666667,7,3,3,76.5857142857143,246.821714634741,0.178285365258688,-0.571428571428571,0.285714285714286,1.14285714285714,0,0,NA,Lignin,Lignin,Other
C11H20O6,11,20,6,0,0,0,0,0,CHO,Protein,248.126045478502,-0.230140702581025,1,C11H20O6,0,0,2,-4,-4,81.0272727272727,246.842833986487,0.157166013512921,-0.727272727272728,0.545454545454545,1.81818181818182,0,0,NA,Protein,Protein,Other
C16H24O2,16,24,2,0,0,0,0,0,CHO,Lipid,248.177697012293,-0.269958555239271,1,C16H24O2,0.214285714285714,0.266666666666667,5,3,3,95.925,246.894427845714,0.105572154285966,-1.25,0.125,1.5,0,0,NA,Unsat Hydrocarbon,Lipid;Unsat Hydrocarbon,Other
C11H7O6N,11,7,6,1,0,0,0,0,CHON,ConHC,249.027346236636,-0.0372414342855869,1,C11H7O6N,0.5,0.714285714285714,9,3,2,39.5727272727273,247.743128344143,0.256871655857282,0.727272727272727,0.545454545454545,0.636363636363636,0.0909090909090909,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C12H11O5N,12,11,5,1,0,0,0,0,CHON,Lignin,249.063786945847,-0.258877647459935,1,C12H11O5N,0.333333333333333,0.529411764705882,8,3,2,55.55,247.779528363332,0.220471636667725,0.166666666666667,0.416666666666667,0.916666666666667,0.0833333333333333,0,NA,Lignin,Lignin,Other
C10H19O6N,10,19,6,1,0,0,0,0,CHON,AminoSugar,249.121337955563,-0.403850844628546,1,C10H19O6N,0,0,2,-4,-5,71.7,247.837015111077,0.162984888923319,-0.4,0.6,1.9,0.1,0,NA,Other,Amino Sugar,Other
C11H6O7,11,6,7,0,0,0,0,0,CHO,ConHC,250.011435570638,-0.332078161844912,1,C11H6O7,0.5,0.733333333333333,9,2,2,39.5727272727273,248.726118835203,0.273881164797075,0.727272727272727,0.636363636363636,0.545454545454545,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C12H10O4S,12,10,4,0,0,1,0,0,CHOS,Lignin,250.030037715129,-0.232834942436791,1,C12H10O4S,0.428571428571429,0.555555555555556,8,4,3,60.3,248.744700208373,0.255299791626811,0,0.333333333333333,0.833333333333333,0,0,NA,Lignin,Lignin,Other
C12H10O6,12,10,6,0,0,0,0,0,CHO,Lignin,250.047772210909,-0.136603132277834,1,C12H10O6,0.333333333333333,0.555555555555556,8,2,2,55.55,248.762414901657,0.237585098343231,0.166666666666667,0.5,0.833333333333333,0,0,NA,Lignin,Lignin,Other
C13H14O3S,13,14,3,0,0,1,0,0,CHOS,Lignin,250.066416985972,-0.207865863529423,1,C13H14O3S,0.333333333333333,0.428571428571429,7,4,3,73.4538461538462,248.781038857797,0.218961142202602,-0.461538461538462,0.230769230769231,1.07692307692308,0,0,NA,Other,Lignin,Other
C13H14O5,13,14,5,0,0,0,0,0,CHO,Lignin,250.08418471082,-0.24452133961506,1,C13H14O5,0.25,0.428571428571429,7,2,2,69.0692307692308,248.798786743045,0.201213256954901,-0.307692307692307,0.384615384615385,1.07692307692308,0,0,NA,Lignin,Lignin,Other
C14H18O4,14,18,4,0,0,0,0,0,CHO,Lignin,250.120580131974,-0.284126055693703,1,C14H18O4,0.2,0.333333333333333,6,2,2,80.6571428571429,248.835141524747,0.164858475253311,-0.714285714285714,0.285714285714286,1.28571428571429,0,0,NA,Lignin,Lignin,Other
C15H22O3,15,22,3,0,0,0,0,0,CHO,Lignin,250.156930415074,-0.143280355108482,1,C15H22O3,0.166666666666667,0.259259259259259,5,2,2,90.7,248.871451218796,0.128548781204188,-1.06666666666667,0.2,1.46666666666667,0,0,NA,Other,Lignin,Other
C11H9O6N,11,9,6,1,0,0,0,0,CHON,Lignin,251.043077242281,-0.359362949365969,1,C11H9O6N,0.25,0.571428571428571,8,2,1,44.7545454545455,249.756608566539,0.243391433460914,0.545454545454545,0.545454545454545,0.818181818181818,0.0909090909090909,0,NA,Lignin,Lignin,Other
C12H13O5N,12,13,5,1,0,0,0,0,CHON,Lignin,251.079413785027,-0.164298720920172,1,C12H13O5N,0.166666666666667,0.411764705882353,7,2,1,60.3,249.792904535577,0.207095464423134,0,0.416666666666667,1.08333333333333,0.0833333333333333,0,NA,Lignin,Lignin,Other
C14H21O3N,14,21,3,1,0,0,0,0,CHON,Lipid,251.152210310123,-0.265832912179665,1,C14H21O3N,0.1,0.217391304347826,5,2,1,84.7285714285714,249.865619775423,0.134380224577399,-0.857142857142857,0.214285714285714,1.5,0.0714285714285714,0,NA,Other,Lipid,Other
C11H8O5S,11,8,5,0,0,1,0,0,CHOS,ConHC,252.009284979848,-0.162385078848073,1,C11H8O5S,0.4,0.6,8,3,2,49.9363636363636,250.721737427915,0.278262572085367,0.363636363636364,0.454545454545455,0.727272727272727,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C11H8O7,11,8,7,0,0,0,0,0,CHO,ConHC,252.027055108138,-0.208297628254614,1,C11H8O7,0.25,0.6,8,1,1,44.7545454545455,250.739487713921,0.260512286079347,0.545454545454545,0.636363636363636,0.727272727272727,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C12H12O6,12,12,6,0,0,0,0,0,CHO,Lignin,252.063465302523,-0.306211465223649,1,C12H12O6,0.166666666666667,0.444444444444444,7,1,1,60.3,250.775857252357,0.224142747642674,0,0.5,1,0,0,NA,Lignin,Lignin,Other
C9H16O6S,9,16,6,0,0,1,0,0,CHOS,AminoSugar,252.066834175536,-0.298489628089407,1,C9H16O6S,0,0,2,-4,-5,66.6333333333333,250.779222363657,0.220777636343371,-0.222222222222222,0.666666666666667,1.77777777777778,0,0,NA,Amino Sugar,Amino Sugar,Other
C13H16O5,13,16,5,0,0,0,0,0,CHO,Lignin,252.099811446092,-0.150027846484718,1,C13H16O5,0.125,0.333333333333333,6,1,1,73.4538461538462,250.812162811498,0.1878371885023,-0.461538461538462,0.384615384615385,1.23076923076923,0,0,NA,Lignin,Lignin,Other
C10H20O5S,10,20,5,0,0,1,0,0,CHOS,Protein,252.103193275047,-0.193700627920677,1,C10H20O5S,0,0,1,-4,-5,83.1,250.815540864272,0.184459135727707,-0.8,0.5,2,0,0,NA,Protein,Protein,Other
C10H20O7,10,20,7,0,0,0,0,0,CHO,Carb,252.120936964614,-0.134728653861055,1,C10H20O7,0,0,1,-6,-6,77.4,250.833264741077,0.166735258923012,-0.6,0.7,2,0,0,NA,Carbohydrate,Amino Sugar,Other
C14H20O4,14,20,4,0,0,0,0,0,CHO,Lignin,252.136227573128,-0.271451383852523,1,C14H20O4,0.1,0.25,5,1,1,84.7285714285714,250.848538275961,0.151461724039081,-0.857142857142857,0.285714285714286,1.42857142857143,0,0,NA,Lignin,Lignin,Other
C11H11O6N,11,11,6,1,0,0,0,0,CHON,Lignin,253.058698789062,-0.243809686990425,1,C11H11O6N,0,0.428571428571429,7,1,0,49.9363636363636,251.769979452294,0.230020547705777,0.363636363636364,0.545454545454545,1,0.0909090909090909,0,NA,Lignin,Lignin,Other
C8H15O8N,8,15,8,1,0,0,0,0,CHON,Carb,253.079873394145,-0.422517378911942,1,C8H15O8N,0,0,2,-6,-7,46.05,251.791130413624,0.208869586375954,0.5,1,1.875,0.125,0,NA,Carbohydrate,Carbohydrate,Other
C12H15O5N,12,15,5,1,0,0,0,0,CHON,Lignin,253.095081202312,-0.231553738089675,1,C12H15O5N,0,0.294117647058824,6,1,0,65.05,251.806321240617,0.193678759383403,-0.166666666666667,0.416666666666667,1.25,0.0833333333333333,0,NA,Lignin,Lignin,Other
C14H6OS2,14,6,1,0,0,2,0,0,CHOS,ConHC,253.985969115813,0.145987932523354,1,C14H6OS2,0.818181818181818,0.826086956521739,12,11,9,60.3,252.696214380715,0.303785619285463,0,0.0714285714285714,0.428571428571429,0,0,NA,Other,Cond Hydrocarbon,Other
C11H10O7,11,10,7,0,0,0,0,0,CHO,Lignin,254.042684958329,-0.12707561120047,1,C11H10O7,0,0.466666666666667,7,0,0,49.9363636363636,252.752866893814,0.247133106185885,0.363636363636364,0.636363636363636,0.909090909090909,0,0,NA,Lignin,Lignin,Other
C12H14O6,12,14,6,0,0,0,0,0,CHO,Lignin,254.079124386456,-0.339281932922702,1,C12H14O6,0,0.333333333333333,6,0,0,65.05,252.78926563335,0.210734366649888,-0.166666666666667,0.5,1.16666666666667,0,0,NA,Lignin,Lignin,Other
C11H14O5N2,11,14,5,2,0,0,0,0,CHON,Lignin,254.090307246534,-0.140407692815158,1,C11H14O5N2,0,0.230769230769231,6,1,-1,55.1181818181818,252.800436006547,0.199563993453324,0.181818181818182,0.454545454545455,1.27272727272727,0.181818181818182,0,NA,Lignin,Lignin,Protein
C13H18O5,13,18,5,0,0,0,0,0,CHO,Lignin,254.115479923517,-0.221297880134223,1,C13H18O5,0,0.238095238095238,5,0,0,77.8384615384615,252.825580575494,0.17441942450634,-0.615384615384615,0.384615384615385,1.38461538461538,0,0,NA,Lignin,Lignin,Other
C14H22O4,14,22,4,0,0,0,0,0,CHO,Lipid,254.151845145904,-0.141456003785552,1,C14H22O4,0,0.166666666666667,4,0,0,88.8,252.861905192148,0.13809480785153,-1,0.285714285714286,1.57142857142857,0,0,NA,Lipid,Lipid,Other
C11H13O6N,11,13,6,1,0,0,0,0,CHON,Lignin,255.074341092217,-0.211456459207626,1,C11H13O6N,0,0.285714285714286,6,0,-1,55.1181818181818,253.783371071247,0.21662892875338,0.181818181818182,0.545454545454545,1.18181818181818,0.0909090909090909,0,NA,Lignin,Lignin,Other
C10H8O8,10,8,8,0,0,0,0,0,CHO,Tannin,256.022015908603,-0.385416084887598,1,C10H8O8,0,0.5,7,-1,-1,37.5,254.729987705467,0.270012294533473,0.8,0.8,0.8,0,0,NA,Tannin,Tannin,Other
C11H12O5S,11,12,5,0,0,1,0,0,CHOS,Lignin,256.040638785803,-0.369473000524449,1,C11H12O5S,0,0.333333333333333,6,1,0,60.3,254.748589788195,0.25141021180454,0,0.454545454545455,1.09090909090909,0,0,NA,Lignin,Lignin,Other
C11H12O7,11,12,7,0,0,0,0,0,CHO,Lignin,256.058338263682,-0.138733156850473,1,C11H12O7,0,0.333333333333333,6,-1,-1,55.1181818181818,254.766269502679,0.233730497320636,0.181818181818182,0.636363636363636,1.09090909090909,0,0,NA,Lignin,Lignin,Other
C12H16O6,12,16,6,0,0,0,0,0,CHO,Lignin,256.094765586794,-0.301999900808626,1,C12H16O6,0,0.222222222222222,5,-1,-1,69.8,254.802656150717,0.197343849283044,-0.333333333333333,0.5,1.33333333333333,0,0,NA,Lignin,Lignin,Other
C13H20O5,13,20,5,0,0,0,0,0,CHO,Protein,256.13112014676,-0.181134804745208,1,C13H20O5,0,0.142857142857143,4,-1,-1,82.2230769230769,254.838970116857,0.161029883143499,-0.769230769230769,0.384615384615385,1.53846153846154,0,0,NA,Protein,Protein,Other
C14H24O4,14,24,4,0,0,0,0,0,CHO,Lipid,256.167510164119,-0.198718871652205,1,C14H24O4,0,0.0833333333333333,3,-1,-1,92.8714285714286,254.875319500797,0.124680499202981,-1.14285714285714,0.285714285714286,1.71428571428571,0,0,NA,Lipid,Lipid,Other
C16H32O2,16,32,2,0,0,0,0,0,CHO,Lipid,256.240273145607,-0.1673203284157,1,C16H32O2,0,0,1,-1,-1,110.175,254.94800123449,0.0519987655101204,-1.75,0.125,2,0,0,NA,Lipid,Lipid;Unsat Hydrocarbon,Other
C10H11O7N,10,11,7,1,0,0,0,0,CHON,Tannin,257.053571660698,-0.0776013243152945,1,C10H11O7N,0,0.272727272727273,6,-1,-2,43.2,255.760391613193,0.239608386806736,0.6,0.7,1.1,0.1,0,NA,Tannin,Tannin,Other
C11H15O6N,11,15,6,1,0,0,0,0,CHON,Lignin,257.089981296566,-0.17144684502888,1,C11H15O6N,0,0.142857142857143,5,-1,-2,60.3,255.796760593737,0.203239406263435,0,0.545454545454545,1.36363636363636,0.0909090909090909,0,NA,Lignin;Amino Sugar,Lignin,Other
C10H10O8,10,10,8,0,0,0,0,0,CHO,Tannin,258.037662228203,-0.367893594248737,1,C10H10O8,0,0.333333333333333,6,-2,-2,43.2,256.743383336379,0.256616663620946,0.6,0.8,1,0,0,NA,Tannin,Tannin,Other
C11H14O5S,11,14,5,0,0,1,0,0,CHOS,Lignin,258.056276956875,-0.320499758810336,1,C11H14O5S,0,0.2,5,0,-1,65.4818181818182,256.761977279679,0.238022720321226,-0.181818181818182,0.454545454545455,1.27272727272727,0,0,NA,Lignin,Lignin,Other
C11H14O7,11,14,7,0,0,0,0,0,CHO,Lignin,258.073995145131,-0.164065468659185,1,C11H14O7,0,0.2,5,-2,-2,60.3,256.779675683647,0.220324316352503,0,0.636363636363636,1.27272727272727,0,0,NA,Lignin,Lignin,Other
C12H18O6,12,18,6,0,0,0,0,0,CHO,Protein,258.110420284149,-0.317591785216715,1,C12H18O6,0,0.111111111111111,4,-2,-2,74.55,256.81606015003,0.183939849970159,-0.5,0.5,1.5,0,0,NA,Protein,Protein,Other
C13H22O5,13,22,5,0,0,0,0,0,CHO,Protein,258.146750304544,-0.102607697789526,1,C13H22O5,0,0.0476190476190476,3,-2,-2,86.6076923076923,256.852349604,0.147650396000472,-0.923076923076923,0.384615384615385,1.69230769230769,0,0,NA,Protein,Protein,Other
C14H26O4,14,26,4,0,0,0,0,0,CHO,Lipid,258.183176473614,-0.260089038125807,1,C14H26O4,0,0,2,-2,-2,96.9428571428571,256.888735099284,0.111264900716264,-1.28571428571429,0.285714285714286,1.85714285714286,0,0,NA,Lipid,Lipid,Other
C10H13O7N,10,13,7,1,0,0,0,0,CHON,Tannin,259.069243790079,-0.162168531389729,1,C10H13O7N,0,0.0909090909090909,5,-2,-3,48.9,257.773813025067,0.226186974932602,0.4,0.7,1.3,0.1,0,NA,Tannin,Tannin,Other
C11H17O6N,11,17,6,1,0,0,0,0,CHON,Protein,259.105682126326,-0.366039158654067,1,C11H17O6N,0,0,4,-2,-3,65.4818181818182,257.810210673943,0.189789326057394,-0.181818181818182,0.545454545454545,1.54545454545455,0.0909090909090909,0,NA,Protein;Amino Sugar,Protein,Other
C12H21O5N,12,21,5,1,0,0,0,0,CHON,Protein,259.142063941443,-0.351743911606245,1,C12H21O5N,0,0,3,-2,-3,79.3,257.8465518648,0.153448135200165,-0.666666666666667,0.416666666666667,1.75,0.0833333333333333,0,NA,Protein,Protein,Other
C13H8O6,13,8,6,0,0,0,0,0,CHO,ConHC,260.032189453116,-0.390196754829406,2,C13H8O6,0.571428571428571,0.7,10,4,4,51.5307692307692,258.735683454375,0.264316545625491,0.307692307692307,0.461538461538462,0.615384615384615,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C10H12O6S,10,12,6,0,0,1,0,0,CHOS,Lignin,260.035542902417,-0.323396626792354,1,C10H12O6S,0,0.166666666666667,5,-1,-2,54.6,258.739033159184,0.260966840815968,0.2,0.6,1.2,0,0,NA,Lignin,Lignin,Other
C10H12O8,10,12,8,0,0,0,0,0,CHO,Tannin,260.053313299209,-0.368913621121934,1,C10H12O8,0,0.166666666666667,5,-3,-3,48.9,258.756783713392,0.243216286607776,0.4,0.8,1.2,0,0,NA,Tannin,Tannin,Other
C14H12O5,14,12,5,0,0,0,0,0,CHO,Lignin,260.068522279266,-0.187579662373488,1,C14H12O5,0.444444444444444,0.565217391304348,9,4,4,64.3714285714286,258.771975710966,0.228024289033783,-0.142857142857143,0.357142857142857,0.857142857142857,0,0,NA,Lignin,Lignin,Other
C11H16O7,11,16,7,0,0,0,0,0,CHO,Lignin,260.08965047321,-0.183032697075787,1,C11H16O7,0,0.0666666666666667,4,-3,-3,65.4818181818182,258.79308031298,0.206919687019877,-0.181818181818182,0.636363636363636,1.45454545454545,0,0,NA,Amino Sugar,Lignin,Other
C15H16O4,15,16,4,0,0,0,0,0,CHO,Lignin,260.10494225579,-0.320077692118368,1,C15H16O4,0.363636363636364,0.461538461538462,8,4,4,75.5,258.808355020619,0.191644979380953,-0.533333333333333,0.266666666666667,1.06666666666667,0,0,NA,Other,Lignin,Other
C12H20O4S,12,20,4,0,0,1,0,0,CHOS,Protein,260.10831350744,-0.32173919726332,1,C12H20O4S,0,0,3,-1,-2,84.05,258.811722507899,0.18827749210061,-0.833333333333333,0.333333333333333,1.66666666666667,0,0,NA,Protein,Protein,Other
C12H20O6,12,20,6,0,0,0,0,0,CHO,Protein,260.126075712597,-0.335752565982922,1,C12H20O6,0,0,3,-3,-3,79.3,258.829464879619,0.170535120380578,-0.666666666666667,0.5,1.66666666666667,0,0,NA,Protein,Protein,Other
C13H24O5,13,24,5,0,0,0,0,0,CHO,Protein,260.162394583457,-0.0795755180333806,1,C13H24O5,0,0,2,-3,-3,90.9923076923077,258.865743196504,0.134256803496271,-1.07692307692308,0.384615384615385,1.84615384615385,0,0,NA,Protein,Protein,Other
C10H15O7N,10,15,7,1,0,0,0,0,CHON,Carb,261.08489550217,-0.167228248740866,1,C10H15O7N,0,0,4,-3,-4,54.6,259.78721404245,0.212785957550295,0.2,0.7,1.5,0.1,0,NA,Carbohydrate;Amino Sugar,Amino Sugar,Other
C11H19O6N,11,19,6,1,0,0,0,0,CHON,Protein,261.121332282423,-0.363565558669047,1,C11H19O6N,0,0,3,-3,-4,70.6636363636364,259.823610137068,0.176389862931671,-0.363636363636363,0.545454545454545,1.72727272727273,0.0909090909090909,0,NA,Protein;Amino Sugar,Protein,Other
C12H6O7,12,6,7,0,0,0,0,0,CHO,ConHC,262.011398353079,-0.174823610508781,1,C12H6O7,0.6,0.764705882352941,10,3,3,41.3,260.712682351998,0.287317648001647,0.666666666666667,0.583333333333333,0.5,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C13H10O6,13,10,6,0,0,0,0,0,CHO,ConHC,262.047814352529,-0.291164148663296,1,C13H10O6,0.428571428571429,0.6,9,3,3,55.9153846153846,260.749057689018,0.250942310981998,0.153846153846154,0.461538461538462,0.769230769230769,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C10H14O6S,10,14,6,0,0,1,0,0,CHOS,Lignin,262.051170503584,-0.235189119087416,1,C10H14O6S,0,0,4,-2,-3,60.3,260.752410092565,0.247589907435213,0,0.6,1.4,0,0,NA,Lignin;Amino Sugar,Lignin,Other
C14H14O3S,14,14,3,0,0,1,0,0,CHOS,Lignin,262.066490568855,-0.479127089065476,1,C14H14O3S,0.4,0.478260869565217,8,5,4,72.5142857142857,260.767713051314,0.232286948685953,-0.428571428571429,0.214285714285714,1,0,0,NA,Other,Lignin,Other
C10H14O8,10,14,8,0,0,0,0,0,CHO,Tannin,262.068953647997,-0.329004241400011,1,C10H14O8,0,0,4,-4,-4,54.6,260.77017338016,0.229826619840139,0.2,0.8,1.4,0,0,NA,Other,Tannin,Other
C14H14O5,14,14,5,0,0,0,0,0,CHO,Lignin,262.084157045327,-0.127765934971185,1,C14H14O5,0.333333333333333,0.478260869565217,8,3,3,68.4428571428571,260.785359801241,0.214640198759412,-0.285714285714286,0.357142857142857,1,0,0,NA,Lignin,Lignin,Other
C11H18O7,11,18,7,0,0,0,0,0,CHO,AminoSugar,262.105289051866,-0.13780479523801,1,C11H18O7,0,0,3,-4,-4,70.6636363636364,260.806468211592,0.193531788407654,-0.363636363636363,0.636363636363636,1.63636363636364,0,0,NA,Amino Sugar,Amino Sugar,Other
C15H18O4,15,18,4,0,0,0,0,0,CHO,Lignin,262.120604620748,-0.364544208534608,1,C15H18O4,0.272727272727273,0.384615384615385,7,3,3,79.3,260.821766678973,0.17823332102671,-0.666666666666667,0.266666666666667,1.2,0,0,NA,Other,Lignin,Other
C12H22O4S,12,22,4,0,0,1,0,0,CHOS,Protein,262.123945530104,-0.250436883822951,1,C12H22O4S,0,0,2,-2,-3,88.8,260.82510385784,0.17489614215998,-1,0.333333333333333,1.83333333333333,0,0,NA,Protein,Protein,Other
C12H22O6,12,22,6,0,0,0,0,0,CHO,Protein,262.141729381889,-0.346923356557202,1,C12H22O6,0,0,2,-4,-4,84.05,260.842867852017,0.157132147982736,-0.833333333333333,0.5,1.83333333333333,0,0,NA,Protein,Protein,Other
C12H9O6N,12,9,6,1,0,0,0,0,CHON,ConHC,263.043022857099,-0.136214976852907,1,C12H9O6N,0.4,0.625,9,3,2,46.05,261.743154934881,0.25684506511891,0.5,0.5,0.75,0.0833333333333333,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C13H13O5N,13,13,5,1,0,0,0,0,CHON,Lignin,263.079453543729,-0.307932555689867,1,C13H13O5N,0.285714285714286,0.473684210526316,8,3,2,60.3,261.779544942681,0.220455057319043,0,0.384615384615385,1,0.0769230769230769,0,NA,Lignin,Lignin,Other
C10H17O7N,10,17,7,1,0,0,0,0,CHON,Carb,263.100570839745,-0.262006822937174,1,C10H17O7N,0,0,3,-4,-5,60.3,261.800638658935,0.199361341064503,0,0.7,1.7,0.1,0,NA,Carbohydrate;Amino Sugar,Amino Sugar,Other
C12H8O7,12,8,7,0,0,0,0,0,CHO,ConHC,264.02708495465,-0.311873876321399,1,C12H8O7,0.4,0.647058823529412,9,2,2,46.05,262.726118219903,0.27388178009727,0.5,0.583333333333333,0.666666666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C13H12O6,13,12,6,0,0,0,0,0,CHO,Lignin,264.063453186248,-0.246412168075938,1,C13H12O6,0.285714285714286,0.5,8,2,2,60.3,262.762445842408,0.237554157591546,0,0.461538461538462,0.923076923076923,0,0,NA,Lignin,Lignin,Other
C10H16O8,10,16,8,0,0,0,0,0,CHO,Carb,264.08459798738,-0.304815127646043,1,C10H16O8,0,0,3,-5,-5,60.3,262.783567033067,0.216432966933439,0,0.8,1.6,0,0,NA,Carbohydrate,Carbohydrate,Other
C14H16O5,14,16,5,0,0,0,0,0,CHO,Lignin,264.09981853509,-0.170053088446201,1,C14H16O5,0.222222222222222,0.391304347826087,7,2,2,72.5142857142857,262.798770585377,0.201229414622958,-0.428571428571429,0.357142857142857,1.14285714285714,0,0,NA,Lignin,Lignin,Other
C11H20O5S,11,20,5,0,0,1,0,0,CHOS,Protein,264.10324698713,-0.388274781087304,1,C11H20O5S,0,0,2,-3,-4,81.0272727272727,262.802195209177,0.19780479082317,-0.727272727272728,0.454545454545455,1.81818181818182,0,0,NA,Protein,Protein,Other
C13H16O4N2,13,16,4,2,0,0,0,0,CHON,Lignin,264.111064323918,-0.216997792291822,1,C13H16O4N2,0.142857142857143,0.333333333333333,7,3,1,64.6846153846154,262.810003817057,0.189996182943219,-0.153846153846154,0.307692307692308,1.23076923076923,0.153846153846154,0,NA,Lignin,Lignin,Protein
C11H20O7,11,20,7,0,0,0,0,0,CHO,AminoSugar,264.120923091458,-0.0760816574184358,1,C11H20O7,0,0,2,-5,-5,75.8454545454546,262.819851576209,0.180148423791138,-0.545454545454546,0.636363636363636,1.81818181818182,0,0,NA,Other,Amino Sugar,Other
C15H20O4,15,20,4,0,0,0,0,0,CHO,Lignin,264.13621674333,-0.218118252189919,1,C15H20O4,0.181818181818182,0.307692307692308,6,2,2,83.1,262.835128151053,0.164871848947428,-0.8,0.266666666666667,1.33333333333333,0,0,NA,Other,Lignin,Other
C12H24O4S,12,24,4,0,0,1,0,0,CHOS,Protein,264.139578171835,-0.182566486362456,1,C12H24O4S,0,0,1,-3,-4,93.55,262.838485826157,0.1615141738435,-1.16666666666667,0.333333333333333,2,0,0,NA,Protein,Protein,Other
C12H24O6,12,24,6,0,0,0,0,0,CHO,Protein,264.157378949543,-0.342396427092655,1,C12H24O6,0,0,1,-5,-5,88.8,262.856266727357,0.143733272642976,-1,0.5,2,0,0,NA,Protein,Protein,Other
C9H15O8N,9,15,8,1,0,0,0,0,CHON,Carb,265.079833449562,-0.252701463377381,1,C9H15O8N,0,0,3,-5,-6,47.6333333333333,263.77769120644,0.222308793559534,0.444444444444445,0.888888888888889,1.66666666666667,0.111111111111111,0,NA,Carbohydrate,Carbohydrate,Other
C13H15O5N,13,15,5,1,0,0,0,0,CHON,Lignin,265.095100225442,-0.292831672926632,1,C13H15O5N,0.142857142857143,0.368421052631579,7,2,1,64.6846153846154,263.792940935302,0.20705906469783,-0.153846153846154,0.384615384615385,1.15384615384615,0.0769230769230769,0,NA,Lignin,Lignin,Other
C10H19O7N,10,19,7,1,0,0,0,0,CHON,Carb,265.116270636908,-0.447604019964868,1,C10H19O7N,0,0,2,-5,-6,66,263.814087707698,0.185912292302419,-0.2,0.7,1.9,0.1,0,NA,Carbohydrate,Amino Sugar,Other
C11H6O8,11,6,8,0,0,0,0,0,CHO,ConHC,266.006292886037,-0.0966767977266529,1,C11H6O8,0.333333333333333,0.714285714285714,9,1,1,34.3909090909091,264.703116150032,0.296883849967855,0.909090909090909,0.727272727272727,0.545454545454545,0,0,NA,Other,Cond Hydrocarbon,Other
C12H10O5S,12,10,5,0,0,1,0,0,CHOS,Lignin,266.02492010541,-0.0976747222289482,1,C12H10O5S,0.333333333333333,0.529411764705882,8,3,2,55.55,264.721722570086,0.278277429914453,0.166666666666667,0.416666666666667,0.833333333333333,0,0,NA,Lignin,Lignin,Other
C12H10O7,12,10,7,0,0,0,0,0,CHO,Lignin,266.042726896512,-0.278980797679653,1,C12H10O7,0.2,0.529411764705882,8,1,1,50.8,264.739509477966,0.260490522034445,0.333333333333333,0.583333333333333,0.833333333333333,0,0,NA,Lignin,Lignin,Other
